"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre","Non concerné","Non concerné","Nombre","2020","5733"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre","Non concerné","Non concerné","Nombre","2021","768"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre","Non concerné","Non concerné","Nombre","2022","446"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Est","Non concerné","Non concerné","Nombre","2018","53"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Est","Non concerné","Non concerné","Nombre","2019","69"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Est","Non concerné","Non concerné","Nombre","2020","1716"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Est","Non concerné","Non concerné","Nombre","2021","96"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Est","Non concerné","Non concerné","Nombre","2022","54"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2018","12"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2019","38"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2020","342"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2021","55"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2022","61"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","78"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","58"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","516"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","91"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","73"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2018","63"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2019","46"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2020","481"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2021","120"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2022","92"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Est","Non concerné","Non concerné","Nombre","2018","16"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Est","Non concerné","Non concerné","Nombre","2019","40"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Est","Non concerné","Non concerné","Nombre","2020","368"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Est","Non concerné","Non concerné","Nombre","2021","64"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Est","Non concerné","Non concerné","Nombre","2022","65"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2018","123"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","423"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","3814"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","249"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","89"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Nord","Non concerné","Non concerné","Nombre","2018","95"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Nord","Non concerné","Non concerné","Nombre","2019","84"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Nord","Non concerné","Non concerné","Nombre","2020","620"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Nord","Non concerné","Non concerné","Nombre","2021","116"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Nord","Non concerné","Non concerné","Nombre","2022","118"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2018","53"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2019","83"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2020","564"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2021","51"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Plateau Central","Non concerné","Non concerné","Nombre","2022","96"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2018","6"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2019","32"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2020","280"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2021","23"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sahel","Non concerné","Non concerné","Nombre","2022","16"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","25"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","101"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","444"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","197"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","139"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2018","702"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2019","1396"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2020","8352"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2021","1199"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2022","938"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","25"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","62"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","418"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","106"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","92"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2018","54"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2019","112"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2020","488"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2021","42"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Cascades","Non concerné","Non concerné","Nombre","2022","32"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2018","265"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2019","585"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2020","2736"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2021","432"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre","Non concerné","Non concerné","Nombre","2022","293"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2018","42"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2019","26"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2020","908"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2021","50"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2022","37"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2018","11"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","28"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","184"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","37"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","43"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","55"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","39"
"Nombre d’emplois créés  par le FAPE, le FASI, le FAIJ, le PPEJ et JOB BOOSTER par région selon le sexe","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","288"
